province,month,MinRain,MaxRain,AvgRain,AvgFloodRiskArea(Square meter),flooding,,,,
Lampang,5,46.41,136.8,92.02,8599406.57,0,,,,
Uttaradit,5,57.54,144.09,97.56,16085958.93,0,,,,
Phrae,5,81.01,176.19,130.58,16892142.82,0,,,,
Nan,5,63.72,151.17,109.21,22743154.42,0,,,,
Phayao,5,89.13,145.28,119.94,26200648.21,0,,,,
Chiang Rai,5,60.24,124.75,90.86,20554196.06,0,,,,
Mae Hong Son,5,44.94,78.95,64.08,13223820.53,0,,,,
Nakhon Sawan,5,48.54,102.84,72.27,7632560.65,0,,,,
Uthai Thani,5,54.78,113.77,82.63,16452835.77,0,,,,
Kamphaeng Phet,5,37.66,80.46,55.49,21066429.12,0,,,,
Tak,5,16.61,107.79,54.21,17552436,0,,,,
Sukhothai,5,54.53,92.95,66.3,16871908.26,0,,,,
Phitsanulok,5,22.06,99.92,66.13,25141199.37,0,,,,
Phichit,5,14.71,71.93,42.75,28664263.22,0,,,,
Phetchabun,5,57.91,124.28,86.8,20605875.71,0,,,,
Ratchaburi,5,25.28,90.99,73.76,33572250.57,0,,,,
Kanchanaburi,5,29.18,133.49,86.26,26726127.71,0,,,,
Suphan Buri,5,23.41,82.26,45.53,5618383.53,0,,,,
Phetchaburi,5,3.71,138.48,71.81,7263070.95,0,,,,
Prachuap Khiri Khan,5,20.48,147.98,93.29,49348897.52,0,,,,
Nakhon Si Thammarat,5,0.03,265.36,163.32,32041150.66,0,,,,
Krabi,5,174.7,433.75,253.95,52404960.23,0,,,,
Phang Nga,5,152.04,419.84,311.13,33275572.12,0,,,,
Phuket,5,267.24,323.97,299.83,10355271.89,0,,,,
Surat Thani,5,13.36,308.46,110.72,28894275.72,0,,,,
Ranong,5,104.78,175.37,142.59,16694201.37,0,,,,
Chumphon,5,97.82,167.8,147.41,45488917.1,0,,,,
Songkhla,5,20.8,255.69,166.47,32478516.22,0,,,,
Satun,5,180.54,345.76,259.66,31545130.42,0,,,,
Trang,5,189.75,364.6,265.45,29424386.51,0,,,,
Phatthalung,5,118.51,244.35,165.43,26289445.11,0,,,,
Pattani,5,65.12,213.8,182.57,7694062.52,0,,,,
Yala,5,109.35,210.63,176.36,15713876.02,0,,,,
Narathiwat,5,22.92,176.01,90.87,22184404.17,0,,,,
Lopburi,6,98.5,201.85,142.23,8722670.03,0,,,,
Chainat,6,79.31,139.28,107.67,23682656.7,0,,,,
Saraburi,6,121.84,300.55,214.81,2923294.87,0,,,,
Chonburi,6,152.35,305.31,226.09,11319017.89,0,,,,
Rayong,6,254.45,440.84,336.14,15922802.72,0,,,,
Chanthaburi,6,224.85,647.07,430.94,18460418.16,0,,,,
Chachoengsao,6,146.75,312.17,187.45,9174664.91,0,,,,
Prachinburi,6,128.37,394.64,202.59,21851777.16,0,,,,
Nakhon Nayok,6,182.67,413.41,279.1,11773961.86,0,,,,
Sa Kaeo,6,116.23,272.38,157.98,37193369.19,0,,,,
Nakhon Ratchasima,6,102.89,403.47,177.22,22767984.2,0,,,,
Buriram,6,100.31,237.09,165.52,14055806.19,0,,,,
Surin,6,83.72,241.96,184.8,13958581.75,0,,,,
Sisaket,6,115.18,190.21,164.04,14810896.18,0,,,,
Ubon Ratchathani,6,109.78,201.5,169.4,20630426.33,0,,,,
Yasothon,6,65.11,156.78,97.87,6286209.15,0,,,,
Chaiyaphum,6,117.95,185.9,157.54,29713290.43,0,,,,
Bueng Kan,6,146.23,161.53,154.72,70155.12,0,,,,
Nong Bua Lamphu,6,119.14,141.2,129.59,30419695.72,0,,,,
Khon Kaen,6,96.14,157.01,122.49,16875137.96,0,,,,
Udon Thani,6,111.59,173.39,145.88,17186879.75,0,,,,
Loei,6,111.35,149.37,124.78,13529579.56,0,,,,
Nong Khai,6,129.3,152.89,138.55,21599891.95,0,,,,
Maha Sarakham,6,78.87,184.92,110.78,13016655.59,0,,,,
Roi Et,6,67.53,161.45,91.58,14669883.22,0,,,,
Kalasin,6,66.3,160.77,104.18,11208279.07,0,,,,
Sakon Nakhon,6,139.87,213.23,165.25,86.5,0,,,,
Chiang Mai,6,0.26,184.31,102.32,20264146.45,0,,,,
Lamphun,6,107.69,175.26,142.54,5004568.22,0,,,,
Lampang,6,85.71,193.58,140.37,8599406.57,0,,,,
Uttaradit,6,101.43,185.09,144.45,16085958.93,0,,,,
Phrae,6,131.35,202.19,173.81,16892142.82,0,,,,
Nan,6,132.81,232.81,176.04,22743154.42,0,,,,
Phayao,6,111.41,174.25,147.59,26200648.21,0,,,,
Chiang Rai,6,75.41,219.09,170.07,20554196.06,0,,,,
Mae Hong Son,6,72.62,146.26,118.2,13223820.53,0,,,,
Nakhon Sawan,6,91.31,156.94,131.12,7632560.65,0,,,,
Uthai Thani,6,113.42,142.98,128.77,16452835.77,0,,,,
Kamphaeng Phet,6,76.21,134.18,103.88,21066429.12,0,,,,
Tak,6,53.81,153.36,117.54,17552436,0,,,,
Sukhothai,6,103.87,189.81,144.4,16871908.26,0,,,,
Phitsanulok,6,121.29,170.3,140.64,25141199.37,0,,,,
Phichit,6,129.36,160.61,141.75,28664263.22,0,,,,
Phetchabun,6,130.84,205.87,163.45,20605875.71,0,,,,
Ratchaburi,6,141.56,204.52,161.41,33572250.57,0,,,,
Kanchanaburi,6,107.06,197.03,142.7,26726127.71,0,,,,
Suphan Buri,6,97.19,184.54,119.67,5618383.53,0,,,,
Phetchaburi,6,67.21,196.75,150.9,7263070.95,0,,,,
Prachuap Khiri Khan,6,164.31,210.89,187.69,49348897.52,0,,,,
Nakhon Si Thammarat,6,0.12,313.47,245.33,32041150.66,0,,,,
Krabi,6,214.74,426.96,287.2,52404960.23,0,,,,
Phang Nga,6,291.17,539.05,449.46,33275572.12,0,,,,
Phuket,6,402.48,552.9,465.08,10355271.89,0,,,,
Surat Thani,6,71.45,422.18,207.97,28894275.72,0,,,,
Ranong,6,144.17,448.2,299.05,16694201.37,0,,,,
Chumphon,6,112.42,420.71,198.78,45488917.1,0,,,,
Songkhla,6,116.84,303.42,182.97,32478516.22,0,,,,
Satun,6,155.2,227.18,180.69,31545130.42,0,,,,
Trang,6,149.61,348.22,205.34,29424386.51,0,,,,
Phatthalung,6,113.53,222.99,147.95,26289445.11,0,,,,
Pattani,6,289.83,328.13,302,7694062.52,0,,,,
Yala,6,245.37,332.16,293.25,15713876.02,0,,,,
Narathiwat,6,276.33,314.04,289.31,22184404.17,0,,,,
Lopburi,7,51.91,196.4,120.2,8722670.03,0,,,,
Chainat,7,137.86,174.07,157.76,23682656.7,0,,,,
Saraburi,7,98.16,206.36,144.28,2923294.87,0,,,,
Chonburi,7,91.91,185.76,153.76,11319017.89,0,,,,
Rayong,7,138.6,230.59,190.93,15922802.72,0,,,,
Chanthaburi,7,177.62,308.19,233.52,18460418.16,0,,,,
Chachoengsao,7,150.67,210.85,176.56,9174664.91,0,,,,
Prachinburi,7,149.19,255.13,176.95,21851777.16,0,,,,
Nakhon Nayok,7,163.53,264.51,209.32,11773961.86,1,,,,
Sa Kaeo,7,144.21,215.71,166.82,37193369.19,1,,,,
Nakhon Ratchasima,7,73.73,288.33,151.75,22767984.2,0,,,,
Buriram,7,132.53,336.98,214.67,14055806.19,0,,,,
Surin,7,146.54,200.91,165.62,13958581.75,0,,,,
Sisaket,7,165.53,235.33,205.5,14810896.18,0,,,,
Ubon Ratchathani,7,204.82,241.99,230.31,20630426.33,0,,,,
Yasothon,7,142.4,244.43,189.69,6286209.15,0,,,,
Chaiyaphum,7,76.67,129.34,111.43,29713290.43,0,,,,
Bueng Kan,7,194.59,220.95,208.65,70155.12,0,,,,
Nong Bua Lamphu,7,106.22,156.08,126.62,30419695.72,0,,,,
Khon Kaen,7,100.15,136.02,120.98,16875137.96,0,,,,
Udon Thani,7,109.64,215.03,158.77,17186879.75,0,,,,
Loei,7,119.63,165.96,145.49,13529579.56,0,,,,
Nong Khai,7,163.26,217.69,192.99,21599891.95,0,,,,
Maha Sarakham,7,107.61,160.87,137.56,13016655.59,0,,,,
Roi Et,7,107,210.14,146.01,14669883.22,0,,,,
Kalasin,7,93.31,233.6,149.04,11208279.07,0,,,,
Sakon Nakhon,7,174.54,269.43,223.37,86.5,0,,,,
Chiang Mai,7,0.32,279.78,121.78,20264146.45,0,,,,
Lamphun,7,58.71,133.79,107.3,5004568.22,0,,,,
Lampang,7,44.89,161.41,98.67,8599406.57,0,,,,
Uttaradit,7,44.65,193.21,143.7,16085958.93,0,,,,
Phrae,7,95.72,226.89,163.27,16892142.82,0,,,,
Nan,7,85.66,196.71,134.62,22743154.42,0,,,,
Phayao,7,52.82,144.66,102.62,26200648.21,0,,,,
Chiang Rai,7,70.83,219.98,170.41,20554196.06,0,,,,
Mae Hong Son,7,85.92,171.55,125.19,13223820.53,0,,,,
Nakhon Sawan,7,67.23,163.76,112.97,7632560.65,0,,,,
Uthai Thani,7,102.18,177.38,132,16452835.77,0,,,,
Kamphaeng Phet,7,54.39,118.5,91.99,21066429.12,0,,,,
Tak,7,29.12,117.74,75.8,17552436,0,,,,
Sukhothai,7,35.51,140.46,67.82,16871908.26,0,,,,
Phitsanulok,7,42.15,165.03,106.95,25141199.37,0,,,,
Phichit,7,103.54,148.49,124.04,28664263.22,0,,,,
Phetchabun,7,56.54,137.64,107.65,20605875.71,0,,,,
Ratchaburi,7,89.25,189.06,146.81,33572250.57,0,,,,
Kanchanaburi,7,45.75,171.78,120.44,26726127.71,0,,,,
Suphan Buri,7,40.4,163.36,129.73,5618383.53,0,,,,
Phetchaburi,7,80.05,233.63,141.12,7263070.95,0,,,,
Prachuap Khiri Khan,7,57.41,236.32,125.42,49348897.52,0,,,,
Nakhon Si Thammarat,7,0.11,405.66,269.9,32041150.66,0,,,,
Krabi,7,133.75,297.44,208.85,52404960.23,0,,,,
Phang Nga,7,199.46,264.89,244.34,33275572.12,0,,,,
Phuket,7,260.75,281.97,270.98,10355271.89,0,,,,
Surat Thani,7,71.14,302.76,191,28894275.72,0,,,,
Ranong,7,152.86,361.53,251.42,16694201.37,0,,,,
Chumphon,7,130.22,342.64,187.31,45488917.1,1,,,,
Songkhla,7,119.97,383.62,209.82,32478516.22,0,,,,
Satun,7,206.37,319.79,252.29,31545130.42,0,,,,
Trang,7,203.27,270.58,231.72,29424386.51,0,,,,
Phatthalung,7,163.52,251.49,189.75,26289445.11,0,,,,
Pattani,7,216,515.24,320.65,7694062.52,0,,,,
Yala,7,286.88,540.28,380.19,15713876.02,0,,,,
Narathiwat,7,161.43,432.59,251.72,22184404.17,0,,,,
Lopburi,8,66.16,257.38,187.08,8722670.03,0,,,,
Chainat,8,112.11,176.37,131.55,23682656.7,0,,,,
Saraburi,8,121.06,503.33,232.35,2923294.87,0,,,,
Chonburi,8,71.81,241.29,150.92,11319017.89,0,,,,
Rayong,8,72.13,353.35,142.75,15922802.72,0,,,,
Chanthaburi,8,184.44,651.77,408.59,18460418.16,0,,,,
Chachoengsao,8,167.25,334.54,230.94,9174664.91,0,,,,
Prachinburi,8,157.92,762.8,327.32,21851777.16,0,,,,
Nakhon Nayok,8,214.72,808.32,441.63,11773961.86,0,,,,
Sa Kaeo,8,132.26,290.2,185.34,37193369.19,0,,,,
Nakhon Ratchasima,8,67.1,784.15,232.41,22767984.2,1,,,,
Buriram,8,163.5,237.95,198.39,14055806.19,0,,,,
Surin,8,150.7,261.99,209.78,13958581.75,0,,,,
Sisaket,8,216.17,273.59,248.27,14810896.18,0,,,,
Ubon Ratchathani,8,202.21,285.39,245.89,20630426.33,1,,,,
Yasothon,8,257.39,295.98,283.15,6286209.15,0,,,,
Chaiyaphum,8,184.51,244.82,209.92,29713290.43,0,,,,
Bueng Kan,8,333.63,456.94,389.91,70155.12,0,,,,
Nong Bua Lamphu,8,241.78,370.96,273.73,30419695.72,0,,,,
Khon Kaen,8,190.4,291.94,229.27,16875137.96,0,,,,
Udon Thani,8,247.71,631.67,350.34,17186879.75,0,,,,
Loei,8,217.06,392.43,272.13,13529579.56,0,,,,
Nong Khai,8,375.19,661.63,505.59,21599891.95,0,,,,
Maha Sarakham,8,194.48,307.25,252.13,13016655.59,0,,,,
Roi Et,8,214.19,334.41,283.93,14669883.22,0,,,,
Kalasin,8,249.57,305.07,278.5,11208279.07,1,,,,
Sakon Nakhon,8,248.39,425.25,308.55,86.5,1,,,,
Chiang Mai,8,0.88,388.63,255.46,20264146.45,0,,,,
Lamphun,8,184.37,338.28,259.37,5004568.22,1,,,,
Lampang,8,167.49,383.73,251.88,8599406.57,0,,,,
Uttaradit,8,273.43,453.16,378.71,16085958.93,1,,,,
Phrae,8,210.83,498.58,400.38,16892142.82,0,,,,
Nan,8,392.52,460,417.01,22743154.42,0,,,,
Phayao,8,202.33,420.29,321.45,26200648.21,1,,,,
Chiang Rai,8,197.32,397.29,354.42,20554196.06,1,,,,
Mae Hong Son,8,201.1,398.79,288.47,13223820.53,1,,,,
Nakhon Sawan,8,50.81,251.02,140.06,7632560.65,0,,,,
Uthai Thani,8,110.07,241.45,174.4,16452835.77,1,,,,
Kamphaeng Phet,8,85.92,255.04,149.61,21066429.12,1,,,,
Tak,8,129.71,376.45,227.38,17552436,1,,,,
Sukhothai,8,167.52,379.24,261.33,16871908.26,1,,,,
Phitsanulok,8,86.99,352.5,240.62,25141199.37,1,,,,
Phichit,8,59.13,189.27,116.79,28664263.22,0,,,,
Phetchabun,8,148.15,276.68,212.13,20605875.71,0,,,,
Ratchaburi,8,81.38,180.34,113.61,33572250.57,0,,,,
Kanchanaburi,8,43.65,315.68,179.34,26726127.71,0,,,,
Suphan Buri,8,40.95,165.21,95.28,5618383.53,1,,,,
Phetchaburi,8,47.17,134.09,90.23,7263070.95,0,,,,
Prachuap Khiri Khan,8,41.55,164.93,104.54,49348897.52,0,,,,
Nakhon Si Thammarat,8,0.07,238.51,139.75,32041150.66,0,,,,
Krabi,8,140.5,191.36,168.2,52404960.23,0,,,,
Phang Nga,8,164.28,267.77,217.64,33275572.12,0,,,,
Phuket,8,178.51,192.19,186.26,10355271.89,0,,,,
Surat Thani,8,39.14,337.84,134.16,28894275.72,0,,,,
Ranong,8,160.86,520.37,319.62,16694201.37,0,,,,
Chumphon,8,120.5,485.18,210.62,45488917.1,0,,,,
Songkhla,8,61.74,243.09,143.88,32478516.22,0,,,,
Satun,8,60.43,130.35,93.32,31545130.42,0,,,,
Trang,8,124.04,180.3,166.77,29424386.51,0,,,,
Phatthalung,8,111.92,164.06,135.55,26289445.11,0,,,,
Pattani,8,160.98,267.48,231.73,7694062.52,0,,,,
Yala,8,168.47,272.45,219.79,15713876.02,0,,,,
Narathiwat,8,134.71,242.45,174.35,22184404.17,0,,,,
Lopburi,9,199.13,358.08,258.2,8722670.03,0,,,,
Chainat,9,157.59,188.88,171.53,23682656.7,0,,,,
Saraburi,9,190.23,608.42,326.85,2923294.87,0,,,,
Chonburi,9,119.99,624.19,241.65,11319017.89,0,,,,
Rayong,9,247.88,623.43,401,15922802.72,0,,,,
Chanthaburi,9,302.72,735.66,469.25,18460418.16,0,,,,
Chachoengsao,9,171.25,404.84,265.69,9174664.91,0,,,,
Prachinburi,9,298.34,817.79,420.13,21851777.16,0,,,,
Nakhon Nayok,9,180.97,853.22,515.9,11773961.86,0,,,,
Sa Kaeo,9,165.02,357.29,272.1,37193369.19,0,,,,
Nakhon Ratchasima,9,167.15,834.53,295.19,22767984.2,0,,,,
Buriram,9,247.21,323.82,297.56,14055806.19,0,,,,
Surin,9,252.01,393.22,319.12,13958581.75,0,,,,
Sisaket,9,304.56,410.93,372.9,14810896.18,0,,,,
Ubon Ratchathani,9,239.74,439.29,366.3,20630426.33,0,,,,
Yasothon,9,145.5,385.34,276.11,6286209.15,0,,,,
Chaiyaphum,9,146.79,305.51,234.13,29713290.43,0,,,,
Bueng Kan,9,138.61,212.19,167.2,70155.12,0,,,,
Nong Bua Lamphu,9,132.03,232.13,174.53,30419695.72,0,,,,
Khon Kaen,9,174.98,294.38,250.56,16875137.96,0,,,,
Udon Thani,9,136.92,281.83,192.43,17186879.75,0,,,,
Loei,9,174.36,232.43,199.88,13529579.56,1,,,,
Nong Khai,9,186.22,291.38,237.41,21599891.95,0,,,,
Maha Sarakham,9,204.44,304.91,257.48,13016655.59,0,,,,
Roi Et,9,166.12,339.78,268.16,14669883.22,0,,,,
Kalasin,9,128.86,270.71,196.9,11208279.07,1,,,,
Sakon Nakhon,9,104.09,189.89,138.09,86.5,0,,,,
Chiang Mai,9,0.53,249.13,138.91,20264146.45,0,,,,
Lamphun,9,133.86,216.87,167.34,5004568.22,1,,,,
Lampang,9,80.69,226.98,161.61,8599406.57,0,,,,
Uttaradit,9,156.49,231.48,195.99,16085958.93,0,,,,
Phrae,9,132.74,219.6,167.64,16892142.82,0,,,,
Nan,9,128.38,207.53,159.5,22743154.42,0,,,,
Phayao,9,69.73,188.58,132.66,26200648.21,0,,,,
Chiang Rai,9,101.78,242.49,200.72,20554196.06,0,,,,
Mae Hong Son,9,73,155.82,97.9,13223820.53,0,,,,
Nakhon Sawan,9,150.81,376.67,212.24,7632560.65,0,,,,
Uthai Thani,9,155.51,343.52,217.98,16452835.77,1,,,,
Kamphaeng Phet,9,163.81,387.9,217.53,21066429.12,0,,,,
Tak,9,101.85,448.17,262.85,17552436,0,,,,
Sukhothai,9,138.73,234.57,198.17,16871908.26,0,,,,
Phitsanulok,9,163.07,215.5,198.8,25141199.37,0,,,,
Phichit,9,173.38,248.88,203.39,28664263.22,0,,,,
Phetchabun,9,100.15,353.57,210.43,20605875.71,0,,,,
Ratchaburi,9,136.2,232.68,198.18,33572250.57,0,,,,
Kanchanaburi,9,184.88,366.51,282.64,26726127.71,0,,,,
Suphan Buri,9,169.78,235.58,187.5,5618383.53,0,,,,
Phetchaburi,9,103.4,187.1,147.4,7263070.95,0,,,,
Prachuap Khiri Khan,9,119.71,251.15,159.63,49348897.52,0,,,,
Nakhon Si Thammarat,9,0.1,362.42,244.15,32041150.66,0,,,,
Krabi,9,277.58,485.1,340.77,52404960.23,0,,,,
Phang Nga,9,403,765.2,586.94,33275572.12,0,,,,
Phuket,9,399.32,606.39,489.12,10355271.89,0,,,,
Surat Thani,9,61.28,576.34,257.7,28894275.72,0,,,,
Ranong,9,257.81,714.94,477.45,16694201.37,0,,,,
Chumphon,9,192.4,670.95,321.89,45488917.1,0,,,,
Songkhla,9,119.72,338.18,223.53,32478516.22,0,,,,
Satun,9,237.43,311.04,275.39,31545130.42,0,,,,
Trang,9,225.89,339.25,285.26,29424386.51,0,,,,
Phatthalung,9,111.86,261.33,185.11,26289445.11,0,,,,
Pattani,9,163.7,273.51,206.84,7694062.52,0,,,,
Yala,9,201.86,255.86,237.06,15713876.02,0,,,,
Narathiwat,9,236.83,292.79,265,22184404.17,0,,,,
Lopburi,10,134.49,246.78,182.39,8722670.03,0,,,,
Chainat,10,146.83,331.43,222.28,23682656.7,0,,,,
Saraburi,10,149.58,275.55,206.54,2923294.87,0,,,,
Chonburi,10,237.12,725.36,305.37,11319017.89,0,,,,
Rayong,10,257.04,724.39,365.73,15922802.72,1,,,,
Chanthaburi,10,299.42,363.75,329.21,18460418.16,1,,,,
Chachoengsao,10,219.55,319.26,269.76,9174664.91,1,,,,
Prachinburi,10,210.31,326.68,265.8,21851777.16,0,,,,
Nakhon Nayok,10,216.26,334.91,260.97,11773961.86,1,,,,
Sa Kaeo,10,271.9,317.18,301.85,37193369.19,1,,,,
Nakhon Ratchasima,10,150.2,330.53,261.32,22767984.2,1,,,,
Buriram,10,165.84,299.19,254.61,14055806.19,0,,,,
Surin,10,161.05,270.01,196.35,13958581.75,1,,,,
Sisaket,10,200.1,276.69,227.82,14810896.18,1,,,,
Ubon Ratchathani,10,182.8,243.79,202.28,20630426.33,0,,,,
Yasothon,10,206.3,250.86,224.17,6286209.15,1,,,,
Chaiyaphum,10,108.6,214.95,150.66,29713290.43,1,,,,
Bueng Kan,10,142.09,151.46,147.46,70155.12,0,,,,
Nong Bua Lamphu,10,87.33,173.94,121.95,30419695.72,0,,,,
Khon Kaen,10,119.2,243.3,184.41,16875137.96,1,,,,
Udon Thani,10,91.82,175.06,145.21,17186879.75,0,,,,
Loei,10,109.43,149.62,135.09,13529579.56,1,,,,
Nong Khai,10,134.47,161,149.71,21599891.95,0,,,,
Maha Sarakham,10,128.65,243.66,188.65,13016655.59,0,,,,
Roi Et,10,173.79,239.21,206.51,14669883.22,0,,,,
Kalasin,10,144.53,204.82,173.25,11208279.07,0,,,,
Sakon Nakhon,10,131.86,164.06,144.5,86.5,0,,,,
Chiang Mai,10,36.72,174.1,84.51,20264146.45,0,,,,
Lamphun,10,84.94,166.81,110.29,5004568.22,1,,,,
Lampang,10,46.75,161.49,100.27,8599406.57,0,,,,
Uttaradit,10,35.52,104.61,67.89,16085958.93,0,,,,
Phrae,10,27.2,115.01,66.1,16892142.82,0,,,,
Nan,10,9.87,56.76,27.54,22743154.42,0,,,,
Phayao,10,22.8,50.91,34.08,26200648.21,0,,,,
Chiang Rai,10,25.11,86.25,37.71,20554196.06,0,,,,
Mae Hong Son,10,33.7,115.55,48.86,13223820.53,0,,,,
Nakhon Sawan,10,122.67,307.62,176.62,7632560.65,0,,,,
Uthai Thani,10,198.84,348.1,255.91,16452835.77,0,,,,
Kamphaeng Phet,10,97.21,229.02,149.03,21066429.12,0,,,,
Tak,10,55.19,377.08,198.01,17552436,0,,,,
Sukhothai,10,56.85,170.2,103.35,16871908.26,0,,,,
Phitsanulok,10,82.07,179.87,122.22,25141199.37,0,,,,
Phichit,10,76.61,169.14,112.07,28664263.22,0,,,,
Phetchabun,10,105.1,239.98,121.94,20605875.71,1,,,,
Ratchaburi,10,209.74,375.21,284.52,33572250.57,1,,,,
Kanchanaburi,10,222.75,443.18,308.89,26726127.71,0,,,,
Suphan Buri,10,182.71,449.78,311.47,5618383.53,0,,,,
Phetchaburi,10,253.89,445.81,369.99,7263070.95,1,,,,
Prachuap Khiri Khan,10,235.51,446.68,354.59,49348897.52,1,,,,
Nakhon Si Thammarat,10,220.9,452.04,309.28,32041150.66,1,,,,
Krabi,10,392.04,563.75,453.11,52404960.23,1,,,,
Phang Nga,10,479.69,905.58,685.84,33275572.12,0,,,,
Phuket,10,444.89,552.27,495.81,10355271.89,0,,,,
Surat Thani,10,199.15,727.75,380.76,28894275.72,1,,,,
Ranong,10,210.38,631.38,449.41,16694201.37,0,,,,
Chumphon,10,164.6,601.17,282.36,45488917.1,1,,,,
Songkhla,10,151.74,346.62,237.74,32478516.22,0,,,,
Satun,10,260.76,425.18,351.1,31545130.42,1,,,,
Trang,10,301.03,522.78,449.78,29424386.51,0,,,,
Phatthalung,10,142.27,427.89,240.7,26289445.11,1,,,,
Pattani,10,138.41,266.07,203.07,7694062.52,0,,,,
Yala,10,201.75,265.62,247.27,15713876.02,0,,,,
Narathiwat,10,247.29,278.99,261.1,22184404.17,0,,,,
Lopburi,11,3.2,9.6,5.65,8722670.03,0,,,,
Chainat,11,1.1,9.49,3.76,23682656.7,0,,,,
Saraburi,11,4.2,10.82,7.61,2923294.87,0,,,,
Chonburi,11,13.93,68.15,27.4,11319017.89,0,,,,
Rayong,11,25.63,68.08,40.36,15922802.72,0,,,,
Chanthaburi,11,33.35,62.3,45.16,18460418.16,0,,,,
Chachoengsao,11,14.07,39.82,27.58,9174664.91,0,,,,
Prachinburi,11,4.89,32.34,13.79,21851777.16,0,,,,
Nakhon Nayok,11,4.7,34.83,9.18,11773961.86,0,,,,
Sa Kaeo,11,22.06,52.2,36.9,37193369.19,0,,,,
Nakhon Ratchasima,11,2.7,27.36,6.83,22767984.2,0,,,,
Buriram,11,3.91,28.47,11.85,14055806.19,0,,,,
Surin,11,1.58,13.21,4.64,13958581.75,0,,,,
Sisaket,11,0.1,3.17,1.29,14810896.18,1,,,,
Ubon Ratchathani,11,0.4,1.67,1.05,20630426.33,0,,,,
Yasothon,11,0.6,2.66,1.54,6286209.15,0,,,,
Chaiyaphum,11,0.95,5.4,3.89,29713290.43,1,,,,
Bueng Kan,11,0.78,1.76,1.42,70155.12,0,,,,
Nong Bua Lamphu,11,0.43,3.53,1.73,30419695.72,0,,,,
Khon Kaen,11,1.47,4.92,3.84,16875137.96,1,,,,
Udon Thani,11,0.24,4.01,1.77,17186879.75,0,,,,
Loei,11,0.2,5.93,0.93,13529579.56,0,,,,
Nong Khai,11,0.2,1.14,0.57,21599891.95,0,,,,
Maha Sarakham,11,2.68,6.5,4.47,13016655.59,0,,,,
Roi Et,11,1.41,4.65,2.68,14669883.22,0,,,,
Kalasin,11,1.36,5.5,3.52,11208279.07,0,,,,
Sakon Nakhon,11,0.6,2.22,1.42,86.5,0,,,,
Chiang Mai,11,1.87,83.79,23.71,20264146.45,0,,,,
Lamphun,11,0.83,11.4,4.56,5004568.22,0,,,,
Lampang,11,0.2,36.72,7.5,8599406.57,0,,,,
Uttaradit,11,2.17,17.36,7.41,16085958.93,0,,,,
Phrae,11,1.24,14.74,4.59,16892142.82,0,,,,
Nan,11,0.11,20.4,7.75,22743154.42,0,,,,
Phayao,11,4.64,39.29,22.57,26200648.21,0,,,,
Chiang Rai,11,13.86,50.58,26.32,20554196.06,0,,,,
Mae Hong Son,11,16.94,42.84,30.48,13223820.53,0,,,,
Nakhon Sawan,11,2.12,14.49,7.49,7632560.65,0,,,,
Uthai Thani,11,3.26,22.28,6.7,16452835.77,0,,,,
Kamphaeng Phet,11,3.92,30.6,17.52,21066429.12,0,,,,
Tak,11,0.2,28.2,5.09,17552436,0,,,,
Sukhothai,11,1.88,24.59,13.86,16871908.26,0,,,,
Phitsanulok,11,1.36,17.73,7.15,25141199.37,0,,,,
Phichit,11,6.01,15.9,11.28,28664263.22,0,,,,
Phetchabun,11,0.2,7.35,2.97,20605875.71,0,,,,
Ratchaburi,11,20.12,84.53,52.06,33572250.57,0,,,,
Kanchanaburi,11,1.11,114.49,38.65,26726127.71,0,,,,
Suphan Buri,11,3.02,75.1,25.05,5618383.53,0,,,,
Phetchaburi,11,17.78,52.74,34.01,7263070.95,0,,,,
Prachuap Khiri Khan,11,2.7,150.38,37.72,49348897.52,0,,,,
Nakhon Si Thammarat,11,188.85,758.71,476.06,32041150.66,1,,,,
Krabi,11,191.92,340.96,274.39,52404960.23,1,,,,
Phang Nga,11,173.21,288.27,218.9,33275572.12,0,,,,
Phuket,11,214.35,320.72,272.49,10355271.89,0,,,,
Surat Thani,11,136.53,342.63,224.77,28894275.72,0,,,,
Ranong,11,73.05,243.57,150.5,16694201.37,0,,,,
Chumphon,11,86.28,293.44,177.42,45488917.1,0,,,,
Songkhla,11,189.22,660.28,423.87,32478516.22,0,,,,
Satun,11,273.51,426.58,327.36,31545130.42,0,,,,
Trang,11,187.43,460.93,272.28,29424386.51,0,,,,
Phatthalung,11,298.6,640.32,520.81,26289445.11,1,,,,
Pattani,11,330.98,474.84,373.43,7694062.52,0,,,,
Yala,11,325.05,433.37,360.19,15713876.02,1,,,,
Narathiwat,11,363.37,510.98,449.69,22184404.17,0,,,,
Lopburi,12,0,0.25,0.01,8722670.03,0,,,,
Chainat,12,0,0.54,0.15,23682656.7,0,,,,
Saraburi,12,0,0.15,0.01,2923294.87,0,,,,
Chonburi,12,0.92,16.8,9.09,11319017.89,0,,,,
Rayong,12,8.53,19.28,12.89,15922802.72,0,,,,
Chanthaburi,12,0,19.37,8.54,18460418.16,0,,,,
Chachoengsao,12,0,9.09,1.44,9174664.91,0,,,,
Prachinburi,12,0,1.31,0.04,21851777.16,0,,,,
Nakhon Nayok,12,0,0,0,11773961.86,0,,,,
Sa Kaeo,12,0,3.51,0.34,37193369.19,0,,,,
Nakhon Ratchasima,12,0,0.15,0.02,22767984.2,0,,,,
